70.894     -78.244     291.0586057     -32.8484031
70.894     -78.044     290.8444374     -32.9359194
70.894     -77.844     290.6298458     -33.0230696
70.894     -77.644     290.4148303     -33.1098519
70.894     -77.444     290.1993906     -33.1962643
70.894     -77.244     289.9835262     -33.2823047
70.894     -77.044     289.7672367     -33.3679714
70.894     -76.844     289.5505217     -33.4532622
70.894     -76.644     289.3333810     -33.5381754
70.894     -76.444     289.1158142     -33.6227088
70.894     -76.244     288.8978211     -33.7068605
70.894     -76.044     288.6794013     -33.7906286
70.894     -75.844     288.4605548     -33.8740110
70.894     -75.644     288.2412811     -33.9570059
70.894     -75.444     288.0215803     -34.0396112
70.894     -75.244     287.8014522     -34.1218250
70.894     -75.044     287.5808966     -34.2036454
70.894     -74.844     287.3599134     -34.2850702
70.894     -74.644     287.1385027     -34.3660975
70.894     -74.444     286.9166644     -34.4467255
70.894     -74.244     286.6943985     -34.5269520
70.894     -74.044     286.4717050     -34.6067751
70.894     -73.844     286.2485840     -34.6861928
70.894     -73.644     286.0250357     -34.7652031
70.894     -73.444     285.8010601     -34.8438041
70.894     -73.244     285.5766574     -34.9219938
70.894     -73.044     285.3518278     -34.9997702
70.894     -72.844     285.1265716     -35.0771312
70.894     -72.644     284.9008889     -35.1540750
70.894     -72.444     284.6747802     -35.2305995
70.894     -72.244     284.4482457     -35.3067027
70.894     -72.044     284.2212858     -35.3823828
70.894     -71.844     283.9939009     -35.4576376
70.894     -71.644     283.7660913     -35.5324651
70.894     -71.444     283.5378577     -35.6068636
70.894     -71.244     283.3092005     -35.6808308
70.894     -71.044     283.0801201     -35.7543650
70.894     -70.844     282.8506173     -35.8274640
70.894     -70.644     282.6206926     -35.9001259
70.894     -70.444     282.3903466     -35.9723487
70.894     -70.244     282.1595800     -36.0441306
70.894     -70.044     281.9283935     -36.1154694
70.894     -69.844     281.6967880     -36.1863633
70.894     -69.644     281.4647641     -36.2568102
70.894     -69.444     281.2323227     -36.3268082
70.894     -69.244     280.9994647     -36.3963554
70.894     -69.044     280.7661910     -36.4654497
70.894     -68.844     280.5325024     -36.5340893
70.894     -68.644     280.2984001     -36.6022722
70.894     -68.444     280.0638849     -36.6699964
70.894     -68.244     279.8289580     -36.7372600
70.894     -68.044     279.5936205     -36.8040611
70.894     -67.844     279.3578734     -36.8703977
70.894     -67.644     279.1217180     -36.9362678
70.894     -67.444     278.8851555     -37.0016697
70.894     -67.244     278.6481871     -37.0666013
70.894     -67.044     278.4108142     -37.1310607
70.894     -66.844     278.1730379     -37.1950461
70.894     -66.644     277.9348598     -37.2585554
70.894     -66.444     277.6962813     -37.3215869
70.894     -66.244     277.4573037     -37.3841385
70.894     -66.044     277.2179287     -37.4462085
70.894     -65.844     276.9781576     -37.5077950
70.894     -65.644     276.7379922     -37.5688960
70.894     -65.444     276.4974339     -37.6295097
70.894     -65.244     276.2564846     -37.6896342
70.894     -65.044     276.0151458     -37.7492677
70.894     -64.844     275.7734194     -37.8084084
70.894     -64.644     275.5313071     -37.8670543
70.894     -64.444     275.2888108     -37.9252036
70.894     -64.244     275.0459322     -37.9828546
70.894     -64.044     274.8026734     -38.0400054
70.894     -63.844     274.5590362     -38.0966542
70.894     -63.644     274.3150228     -38.1527991
70.894     -63.444     274.0706350     -38.2084384
70.894     -63.244     273.8258751     -38.2635704
70.894     -63.044     273.5807451     -38.3181931
70.894     -62.844     273.3352471     -38.3723050
70.894     -62.644     273.0893835     -38.4259041
70.894     -62.444     272.8431564     -38.4789887
70.894     -62.244     272.5965682     -38.5315572
70.894     -62.044     272.3496212     -38.5836078
70.894     -61.844     272.1023177     -38.6351387
70.894     -61.644     271.8546602     -38.6861483
70.894     -61.444     271.6066512     -38.7366349
70.894     -61.244     271.3582931     -38.7865967
70.894     -61.044     271.1095885     -38.8360322
70.894     -60.844     270.8605400     -38.8849396
70.894     -60.644     270.6111503     -38.9333172
70.894     -60.444     270.3614220     -38.9811635
70.894     -60.244     270.1113578     -39.0284769
70.894     -60.044     269.8609605     -39.0752556
70.894     -59.844     269.6102329     -39.1214981
70.894     -59.644     269.3591779     -39.1672029
70.894     -59.444     269.1077983     -39.2123683
70.894     -59.244     268.8560970     -39.2569927
70.894     -59.044     268.6040771     -39.3010747
70.894     -58.844     268.3517415     -39.3446127
70.894     -58.644     268.0990933     -39.3876051
70.894     -58.444     267.8461356     -39.4300505
71.094     -78.244     291.0374200     -32.8117481
71.094     -78.044     290.8229655     -32.8986131
71.094     -77.844     290.6080908     -32.9851114
71.094     -77.644     290.3927956     -33.0712409
71.094     -77.444     290.1770793     -33.1569997
71.094     -77.244     289.9609417     -33.2423860
71.094     -77.044     289.7443823     -33.3273977
71.094     -76.844     289.5274009     -33.4120329
71.094     -76.644     289.3099972     -33.4962897
71.094     -76.444     289.0921708     -33.5801660
71.094     -76.244     288.8739216     -33.6636601
71.094     -76.044     288.6552494     -33.7467698
71.094     -75.844     288.4361539     -33.8294933
71.094     -75.644     288.2166349     -33.9118286
71.094     -75.444     287.9966924     -33.9937738
71.094     -75.244     287.7763263     -34.0753267
71.094     -75.044     287.5555365     -34.1564856
71.094     -74.844     287.3343229     -34.2372485
71.094     -74.644     287.1126855     -34.3176133
71.094     -74.444     286.8906243     -34.3975782
71.094     -74.244     286.6681395     -34.4771410
71.094     -74.044     286.4452310     -34.5563000
71.094     -73.844     286.2218990     -34.6350531
71.094     -73.644     285.9981436     -34.7133983
71.094     -73.444     285.7739650     -34.7913337
71.094     -73.244     285.5493634     -34.8688574
71.094     -73.044     285.3243390     -34.9459672
